0,876,164
1,351,1390
2,491,1069
3,1390,1714
4,588,1975
5,1092,1094
6,959,677
7,544,1399
8,407,1088
9,895,1900
10,752,597
11,397,787
12,91,1219
13,810,1182
14,1131,1306
15,489,1155
16,897,1888
17,525,427
18,631,1730
19,135,1346
20,908,845
21,672,1922
22,330,465
23,581,1891
24,454,1341
25,701,1600
26,934,664
27,818,1446
28,379,509
29,1078,1059
30,428,1495
31,94,1122
32,537,707
33,108,1498
34,686,1317
35,680,1110
36,1049,1019
37,789,1386
38,739,568
39,578,1946
40,615,1193
41,301,235
42,757,871
43,577,987
44,278,520
45,613,1014
46,480,1166
47,1087,1074
48,781,1840
49,1040,860
50,147,1256
51,824,865
52,112,1633
53,144,1473
54,828,333
55,227,1123
56,652,390
57,464,311
58,1226,1453
59,507,820
60,838,335
61,905,1893
62,668,1383
63,511,462
64,944,1021
65,283,159
66,784,1600
67,198,1486
68,740,1252
69,478,521
70,506,1053
71,561,1448
72,129,1542
73,788,675
74,287,717
75,1294,1566
76,594,1268
77,909,650
78,729,1515
79,1274,1558
80,273,576
81,609,1010
82,1029,138
83,233,1130
84,470,817
85,444,776
86,712,553
87,699,1104
88,673,1590
89,743,2019
90,762,1280
91,570,1828
92,754,1873
93,952,638
94,45,1278
95,1277,1592
96,764,1259
97,649,1316
98,626,1028
99,748,1581
100,757,443
101,1055,869
102,1046,894
103,354,1284
104,631,1726
105,338,432
106,857,1739
107,122,1377
108,775,860
109,1243,1496
110,701,1187
111,286,700
112,422,728
113,475,1213
114,718,1292
115,336,1138
116,330,1129
117,485,1196
118,674,1113
119,389,663
120,884,803
121,555,1090
122,653,1249
123,180,1228
124,560,1093
125,539,836
126,181,1185
127,493,467
128,944,683
129,429,1647
130,75,1602
131,334,562
132,428,1652
133,766,1117
134,506,1116
135,451,1142
136,700,730
137,612,1980
138,762,1131
139,500,1065
140,1017,199
141,575,1507
142,1138,1304
143,360,440
144,439,341
145,575,335
146,1010,196
147,492,474
148,783,956
149,665,763
150,117,246
151,534,1592
152,525,1561
153,332,377
154,288,232
155,1001,3
156,536,1657
157,1191,72
158,683,1723
159,666,1719
160,440,467
161,58,1349
162,400,831
163,393,677
164,698,779
165,663,687
166,312,312
167,602,2050
168,80,1212
169,417,1450
170,765,426
171,826,254
172,976,921
173,204,1045
174,748,984
175,357,729
176,752,861
177,806,708
178,851,764
179,607,2018
180,146,269
181,495,1687
182,528,405
183,951,925
184,570,1432
185,896,797
186,314,516
187,523,722
188,150,1497
189,1022,213
190,721,947
191,1100,1256
192,615,649
193,617,1474
194,1414,1644
195,321,314
196,543,1474
197,581,1956
198,869,773
199,921,69
200,905,1865
201,926,169
202,178,280
203,907,748
204,885,877
205,807,1331
206,640,790
207,289,138
208,627,1871
209,418,316
210,893,601
211,313,430
212,1139,1169
213,1073,31
214,56,1181
215,568,869
216,600,709
217,781,872
