0,796,1186
1,322,761
2,986,188
3,793,1515
4,378,364
5,767,1550
6,624,1909
7,747,1269
8,446,1277
9,828,1979
10,1295,1425
11,216,1143
12,1296,1614
13,576,900
14,464,1024
15,748,1244
16,245,110
17,1391,1614
18,446,1180
19,369,939
20,802,1655
21,829,227
22,705,588
23,571,944
24,695,1131
25,178,1358
26,806,1616
27,666,1724
28,201,1216
29,735,1502
30,458,1006
31,282,418
32,607,644
33,657,1617
34,648,1056
35,938,618
36,302,219
37,905,651
38,42,1454
39,1191,1407
40,320,703
41,881,1778
42,696,810
43,366,879
44,683,1192
45,498,1182
46,380,316
47,660,1040
48,1007,809
49,662,1960
50,431,345
51,196,263
52,148,1547
53,63,1519
54,696,1867
55,413,1093
56,73,1529
57,841,153
58,889,964
59,642,1673
60,947,103
61,904,714
62,824,680
63,567,1702
64,1050,200
65,485,1438
66,614,1271
67,602,1701
68,1072,40
69,431,840
70,870,1820
71,451,1550
72,214,1124
73,920,710
74,703,1457
75,547,1389
76,1137,184
77,590,952
78,911,911
79,416,1002
80,982,208
81,1175,155
82,651,793
83,463,337
84,561,1221
85,346,1237
86,344,1424
87,573,1656
88,418,1333
89,164,272
90,47,1444
91,1129,51
92,516,441
93,128,1649
94,317,679
95,496,1070
96,678,1711
97,767,1138
98,409,1072
99,232,309
100,838,166
101,675,1199
102,815,845
103,1116,44
104,1039,20
105,382,637
106,715,857
107,414,736
108,787,931
109,508,1529
110,442,1523
111,699,1891
112,497,786
113,772,1836
114,847,1954
115,652,1929
116,390,838
117,607,1002
118,645,1942
119,703,1377
120,876,1822
121,1105,37
122,986,169
123,331,320
124,895,249
125,203,147
126,90,219
127,231,1117
128,667,1472
129,375,657
130,139,1255
131,302,214
132,1065,1065
133,425,1014
134,668,733
135,72,1572
136,514,457
137,325,493
138,509,982
139,630,1240
140,801,732
141,1033,995
142,440,266
143,189,1184
144,409,323
145,584,1894
146,362,873
147,633,1399
148,535,1125
149,252,128
150,365,1034
151,201,1396
152,986,816
153,37,1411
154,531,743
155,435,737
156,449,1394
157,1187,1259
158,116,176
159,1271,1387
160,561,1769
161,187,1210
162,773,1337
163,659,962
164,481,516
165,35,1223
166,457,1168
167,608,2015
168,1027,838
169,983,918
170,1177,170
171,633,1311
172,731,599
173,780,1558
174,821,351
175,770,1591
176,365,293
177,610,1183
178,730,976
179,851,195
180,686,1876
181,305,469
182,440,808
183,461,1680
184,814,1643
185,560,1528
186,643,332
187,692,1204
188,1294,1439
189,376,677
190,67,1510
191,626,1247
192,692,915
193,454,1538
194,592,1250
195,608,763
196,296,727
197,905,1864
198,397,498
199,444,701
200,753,443
201,443,1186
202,944,831
203,554,1078
204,348,1421
205,564,855
206,1310,1552
207,34,1205
208,935,719
209,790,1834
210,952,846
211,434,1532
212,661,1916
213,203,291
214,430,1197
215,399,233
216,692,1082
217,806,823
218,763,627
219,192,1247
220,436,1658
221,484,1544
222,1377,1595
223,123,1554
224,341,352
225,1311,1470
226,603,902
227,734,466
228,606,2033
229,889,662
230,1142,1160
231,200,1221
232,1308,1604
233,500,827
234,971,766
235,488,787
236,772,429
237,815,1296
238,829,1664
239,575,1353
240,639,1070
241,433,1366
242,412,1054
243,423,1424
244,737,1149
245,86,1274
246,402,796
247,473,476
248,946,678
249,432,1662
250,552,1685
251,609,1028
252,818,861
253,338,1222
254,659,398
255,872,133
256,998,891
257,615,826
258,483,1029
259,1131,1310
260,1099,191
261,932,35
262,836,241
263,1193,1428
264,944,962
265,820,1667
266,41,1208
267,1200,78
268,434,1317
269,409,1409
270,718,430
